SKU,MasterProductID,CurrentStatus,ProductName,Color,Cut,Material,Gender,BrandSegment,Pillar,MerchPlannerCategory,Collection,ProductType,SizeChart,SizeChartMessaging,Price,SalePrice,Description,ActualStartDate,TargetLaunchDate,InitialSeasonLaunch,LifeCycle,InitialPairsOrdered,NikeProductID,InstanceID,FOB,APS,ProdManOnly,MainColorHex,AccentColorHex,X Ref Style
P501W009,,Active,Copley Rocker Seamed Denim,Transmission,,,Womens,,Apparel,Pants & Shorts,,regular,Standard Size Chart,,78,0,,08/09/11,08/09/11,11 Fall,Runout,,,,,,FALSE,,,P311W501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P023W100,MP_1432,Active,Converse Logo V-Neck Tee,Bright White,,,Womens,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,19.99,"Take the plunge.
Move from understated to edgy in this lightweight V-neck made with distressed screen-print of Converse star logo. Cotton/polyester blend. 
Made in Guatemala.  Machine wash cold Gentle cycle. Wash with like colors. Do not Bleach. Lay flat to Dry. Cool Iron if needed. Do not iron decorations.",08/09/11,08/09/11,11 Fall,Runout,,,,,,FALSE,FFFFFF,,P311W023
P023W001,MP_1432,Active,Converse Logo V-Neck Tee,Jet Black,,,Womens,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,19.99,"Take the plunge.
Move from understated to edgy in this lightweight V-neck made with distressed screen-print of Converse star logo. Cotton/polyester blend. 
Made in Guatemala.  Machine wash cold Gentle cycle. Wash with like colors. Do not Bleach. Lay flat to Dry. Cool Iron if needed. Do not iron decorations.",08/09/11,08/09/11,11 Fall,Runout,,,,,,FALSE,0,,P311W023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30781,,Active,"Hi-Top Replacement Lace- 54""",Olive,,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,1.99,0,,10/17/11,08/01/11,11 Fall,Carryover,144,,,,,FALSE,,,
L30780,,Active,"Low-Top Replacement Lace- 45""",Olive,,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,1.99,0,,10/17/11,08/01/11,11 Fall,Carryover,144,,,,,FALSE,,,
L29357,,Active,"Hi-Top Replacement Lace- 54""",Canary Yellow,,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,1.99,0,,06/13/11,06/01/11,11 Fall,Runout,,,,,,FALSE,,,
L29356,,Active,"Low-Top Replacement Lace- 45""",Canary Yellow,,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,1.99,0,,06/13/11,06/01/11,11 Fall,Runout,,,,,,FALSE,,,
L29354,,Active,"Low-Top Replacement Lace- 45""",Maroon,,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,1.99,0,,06/13/11,06/01/11,11 Fall,Runout,,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726078F,MP_1250,Active,Chuck Taylor All Star Simple Slip,Chuck Pink,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Semi Core Kids,Carryover,regular,Kids - Toddler,Runs a half-size large,32,0,,06/27/11,06/01/11,11 Fall,Runout,120,,,,,FALSE,FFB5C5,,KX169-11F-039
726034F,,Active,Chuck Taylor Dr. Seuss ,Cloud grey/Multi,Hi,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Collaborations,Seuss,regular,Kids - Toddler,Runs a half-size large,30,0,,06/29/11,06/01/11,11 Fall,Runout,360,,,,,FALSE,,,KX162-11F-053
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525937C,,Active,Chuck Taylor Andover Boot,Black,Hi,Suede,Womens,ALL STAR,Chuck Taylor,Chuck Taylor?-Iterations,Andover Boot,regular,Womens Size Chart,Runs true to size,70,0,,09/19/11,07/01/11,11 Fall,Runout,240,,,,,FALSE,,,
525936C,,Active,Chuck Taylor Andover Boot,Chocolate,Hi,Suede,Womens,ALL STAR,Chuck Taylor,Chuck Taylor?-Iterations,Andover Boot,regular,Womens Size Chart,Runs true to size,70,0,,09/19/11,07/01/11,11 Fall,Runout,240,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129030C,MP_315,Active,Design Your Own Chuck Taylor All Star,Your Choice,XX-Hi,Canvas,Unisex,CREATE,Converse Create,Converse Create Chuck Taylor?,,dyo,Chuck Size Chart,Runs a half-size large,90,0,,07/18/11,08/01/11,11 Fall,Runout,,chuTayXX-Hi1108,30892,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125663C,,Active,Chuck Taylor Outsider,Chocolate,Hi,Leather,Mens,ALL STAR,Chuck Taylor,Chuck Taylor?-Extensions,Outsiders,regular,Chuck Size Chart,Runs a half-size large,90,0,,09/01/11,07/01/11,11 Fall,Runout,240,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125484C,MP_1468,Active,Star Classic,Charcoal,Hi,Nylon,Unisex,CONS,Sport Authentics,Star Player,Star Classic-Nylon,regular,Standard Size Chart,Runs true to size,55,29.99,,08/12/11,07/01/11,11 Fall,Runout,120,,,,,FALSE,ADADAD,8F8F8F,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9002216,,Active,Broken Stripe Crew Socks- 2pk,Navy Blue,,,Mens,,Accessories,Socks,,regular,Standard Size Chart,,10,0,,09/19/11,08/15/11,11 Fall,Runout,,,,,,FALSE,,,
9002214,,Active,Broken Stripe Crew Socks- 2pk,Brown/Red,,,Mens,,Accessories,Socks,,regular,Standard Size Chart,,10,0,,09/19/11,08/15/11,11 Fall,Runout,,,,,,FALSE,,,
9002209,,Active,Slouchy Knee-Hi Socks- 2pk,Grey/Black,,,Womens,,Accessories,Socks,,regular,Standard Size Chart,,10,6.99,,09/19/11,08/15/11,11 Fall,Clearance,,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9000174,,Active,"Hi-Top Replacement Lace- 54""",Neon Yellow,,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,1.99,0,,06/13/11,06/01/11,11 Fall,Runout,,,,,,FALSE,,,
9000173,,Active,"Low-Top Replacement Lace- 45""",Neon Yellow,,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,1.99,0,,06/13/11,06/01/11,11 Fall,Runout,,,,,,FALSE,,,
9000166,,Active,"Hi-Top Replacement Lace- 54""",Neon Blue,,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,1.99,0,,06/13/11,06/01/11,11 Fall,Runout,,,,,,FALSE,,,
9000159,,Active,"Hi-Top Replacement Lace- 54""",Light Blue,,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,1.99,0,,06/13/11,06/01/11,11 Fall,Runout,,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1V708,MP_1518,Active,Chuck Taylor All Star,Black,XX-Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Iterations,Extended Height,regular,Chuck Size Chart,Runs a half-size large,75,0,,08/16/10,,10 Summer,Carry Over,,,,,,FALSE,0,,
121085,,Active,Design Your Own Poorman Weapon,Your Choice,Hi,Canvas,Mens,CREATE,Converse Create,Converse Create Basketball -Heritage,,dyo,,,65,0,,05/25/10,,10 Summer,Carry Over,,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L24803,,Active,"Low-Top Sparkle Lace 45"" 3pk",Black/White/Purple,,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,6,0,,10/03/12,12/01/10,10 Holiday,Carry Over,144,,,,,FALSE,,,
L24154,,Active,"Flat Lace 120""- 2pk",Black/White,,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,5,0,,10/28/10,,10 Holiday,Carry Over,144,,,,,FALSE,,,
L24153,,Active,"Low-Top Sparkle Lace 45"" 4pk",Blue/Red/Green/Grey,,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,10,0,,10/28/10,,10 Holiday,Carry Over,144,,,,,FALSE,,,
L23097,,Active,"Multi-Eyelet Stretchy Lace- 107""",Black,,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,7,0,,11/03/10,10/01/10,10 Holiday,Carry Over,,,,,,FALSE,,,
L23096,,Active,"XX-Hi Replacement Lace- 120""",Black,,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,2.5,0,,06/13/11,10/01/10,10 Holiday,Carry Over,,,,,,FALSE,,,
L23095,,Active,"XX-Hi Replacement Lace- 120""",White,,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,2.5,0,,06/13/11,10/01/10,10 Holiday,Carry Over,,,,,,FALSE,,,
L23094,,Active,"Youth Hi- Top Rainbow Lace- 36""",Rainbow Multi,,,Kids,,Accessories,Laces,,regular,Standard Size Chart,,3,0,,10/28/10,10/01/10,10 Holiday,Carry Over,,,,,,FALSE,,,
K13348,,Active,Chuck Taylor Sneaker Keychain,Charcoal,,,Unisex,,Accessories,Keychain,,regular,Standard Size Chart,,6,0,,11/24/10,12/01/10,10 Holiday,Carry Over,200,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gc75Gft,,Active,Converse.com $75 Gift Card,,,,,,Gift Cards,Gift Cards -Physical,Holiday Gift,physicalgc,,,75,0,,,,10 Holiday,Runout,,,,,,FALSE,,,
gc75dyo,,Active,Converse.com $75 Gift Card,,,,,,Gift Cards,Gift Cards -Physical,Holiday Design Your Own,physicalgc,,,75,0,,,,10 Holiday,Runout,,,,,,FALSE,,,
gc75Con,,Active,Converse.com $75 Gift Card,,,,,,Gift Cards,Gift Cards -Physical,Holiday Converse,physicalgc,,,75,0,,,,10 Holiday,Runout,,,,,,FALSE,,,
gc50Pow,,Active,Converse.com $50 Gift Card,,,,,,Gift Cards,Gift Cards -Physical,Star Power,physicalgc,,,50,0,,,,10 Holiday,Runout,,,,,,FALSE,,,
gc50Gft,,Active,Converse.com $50 Gift Card,,,,,,Gift Cards,Gift Cards -Physical,Holiday Gift,physicalgc,,,50,0,,,,10 Holiday,Runout,,,,,,FALSE,,,
gc50dyo,,Active,Converse.com $50 Gift Card,,,,,,Gift Cards,Gift Cards -Physical,Holiday Design Your Own,physicalgc,,,50,0,,,,10 Holiday,Runout,,,,,,FALSE,,,
gc50Con,,Active,Converse.com $50 Gift Card,,,,,,Gift Cards,Gift Cards -Physical,Holiday Converse,physicalgc,,,50,0,,,,10 Holiday,Runout,,,,,,FALSE,,,
gc40Gft,,Active,Converse.com $40 Gift Card,,,,,,Gift Cards,Gift Cards -Physical,Holiday Gift,physicalgc,,,40,0,,,,10 Holiday,Runout,,,,,,FALSE,,,
gc40dyo,,Active,Converse.com $40 Gift Card,,,,,,Gift Cards,Gift Cards -Physical,Holiday Design Your Own,physicalgc,,,40,0,,,,10 Holiday,Runout,,,,,,FALSE,,,
gc40Con,,Active,Converse.com $40 Gift Card,,,,,,Gift Cards,Gift Cards -Physical,Holiday Converse,physicalgc,,,40,0,,,,10 Holiday,Runout,,,,,,FALSE,,,
gc30Pow,,Active,Converse.com $30 Gift Card,,,,,,Gift Cards,Gift Cards -Physical,Star Power,physicalgc,,,30,0,,,,10 Holiday,Runout,,,,,,FALSE,,,
gc30Gft,,Active,Converse.com $30 Gift Card,,,,,,Gift Cards,Gift Cards -Physical,Holiday Gift,physicalgc,,,30,0,,,,10 Holiday,Runout,,,,,,FALSE,,,
gc30dyo,,Active,Converse.com $30 Gift Card,,,,,,Gift Cards,Gift Cards -Physical,Holiday Design Your Own,physicalgc,,,30,0,,,,10 Holiday,Runout,,,,,,FALSE,,,
gc30Con,,Active,Converse.com $30 Gift Card,,,,,,Gift Cards,Gift Cards -Physical,Holiday Converse,physicalgc,,,30,0,,,,10 Holiday,Runout,,,,,,FALSE,,,
gc20Pow,,Active,Converse.com $20 Gift Card,,,,,,Gift Cards,Gift Cards -Physical,Star Power,physicalgc,,,20,0,,,,10 Holiday,Runout,,,,,,FALSE,,,
gc20dyo,,Active,Converse.com $20 Gift Card,,,,,,Gift Cards,Gift Cards -Physical,Holiday Design Your Own,physicalgc,,,20,0,,,,10 Holiday,Runout,,,,,,FALSE,,,
gc20Con,,Active,Converse.com $20 Gift Card,,,,,,Gift Cards,Gift Cards -Physical,Holiday Converse,physicalgc,,,20,0,,,,10 Holiday,Runout,,,,,,FALSE,,,
gc150Gft,,Active,Converse.com $150 Gift Card,,,,,,Gift Cards,Gift Cards -Physical,Holiday Gift,physicalgc,,,150,0,,,,10 Holiday,Runout,,,,,,FALSE,,,
gc150dyo,,Active,Converse.com $150 Gift Card,,,,,,Gift Cards,Gift Cards -Physical,Holiday Design Your Own,physicalgc,,,150,0,,,,10 Holiday,Runout,,,,,,FALSE,,,
gc150Con,,Active,Converse.com $150 Gift Card,,,,,,Gift Cards,Gift Cards -Physical,Holiday Converse,physicalgc,,,150,0,,,,10 Holiday,Runout,,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gc100dyo,,Active,Converse.com $100 Gift Card,,,,,,Gift Cards,Gift Cards -Physical,Holiday Design Your Own,physicalgc,,,100,0,,,,10 Holiday,Runout,,,,,,FALSE,,,
gc100Con,,Active,Converse.com $100 Gift Card,,,,,,Gift Cards,Gift Cards -Physical,Holiday Converse,physicalgc,,,100,0,,,,10 Holiday,Runout,,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L21169,,Active,"Hi-Top Replacement Lace- 54""",Parchment,,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,1.99,0,,07/14/10,,10 Fall,Carry Over,,,,,,FALSE,,,
L21168,,Active,"Low-Top Replacement Lace- 45""",Parchment,,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,1.99,0,,07/14/10,,10 Fall,Carry Over,,,,,,FALSE,,,
L21167,,Active,"Low-Top Skull Lace 45"" 3-pack",Black/Red/Grey,,,Unisex,,Accessories,Laces,,regular,Standard Size Chart,,4,0,,06/30/10,,10 Fall,Carry Over,,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K13297,,Active,Chuck Taylor Sneaker Keychain,Purple,,,Unisex,,Accessories,Keychain,,regular,Standard Size Chart,,6,0,,07/20/10,,10 Fall,Carry Over,,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
