SKU,MasterProductID,CurrentStatus,ProductName,Color,Cut,Material,Gender,BrandSegment,Pillar,MerchPlannerCategory,Collection,ProductType,SizeChart,SizeChartMessaging,Price,SalePrice,Description,ActualStartDate,TargetLaunchDate,InitialSeasonLaunch,LifeCycle,InitialPairsOrdered,NikeProductID,InstanceID,FOB,APS,ProdManOnly,MainColorHex,AccentColorHex,X Ref Style
R005M013,MP_1367,Active,Men's Box Star Ringer Tee,Phantom,,,Mens,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,28,19.99,"Box Star Tee
100% Cotton. Made in Peru. Machine wash cold.",04/26/11,05/01/11,11 Summer,Clearance,,,,,,FALSE,363636,,R211M005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W28625,,Active,Frontman,Black,,,Unisex,,Accessories,Watches,,regular,Standard Size Chart,,125,0,,03/17/11,03/01/11,11 Spring,Runout,6,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W28622,,Active,Overtime,Silver/Black,,,Unisex,,Accessories,Watches,,regular,Standard Size Chart,,125,0,,03/17/11,03/01/11,11 Spring,Runout,4,,,,,FALSE,,,
W28620,,Active,High Score,White,,,Unisex,,Accessories,Watches,,regular,Standard Size Chart,,75,0,,05/11/11,03/01/11,11 Spring,Runout,7,,,,,FALSE,,,
W28618,,Active,High Score,Black,,,Unisex,,Accessories,Watches,,regular,Standard Size Chart,,75,0,,05/11/11,03/01/11,11 Spring,Runout,8,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W28611,,Active,Clocked,White,,,Unisex,,Accessories,Watches,,regular,Standard Size Chart,,75,0,,03/10/11,03/01/11,11 Spring,Runout,12,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG27606,,Active,Ticket Holder,Tortoise,,,Unisex,,Accessories,Sunglasses,,regular,Standard Size Chart,,59,0,,02/01/11,02/14/11,11 Spring,Runout,,,,,,FALSE,,,
SG27601,,Active,Front Man,Grey/Orange,,,Unisex,,Accessories,Sunglasses,,regular,Standard Size Chart,,59,0,,02/01/11,02/14/11,11 Spring,Runout,,,,,,FALSE,,,
SG27599,,Active,Front Man,Black,,,Unisex,,Accessories,Sunglasses,,regular,Standard Size Chart,,59,0,,02/01/11,02/14/11,11 Spring,Runout,,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7J253,MP_72,Active,Chuck Taylor All Star,Optical White,Hi,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Core Kids,Core,regular,Kids - Toddler,Runs a half-size large,27,0,,01/19/11,01/01/11,11 Spring,Carry Over,120,,,,,FALSE,FFFFFF,,
722423F,MP_1250,Active,Chuck Taylor All Star Simple Slip,Varsity Red,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Semi Core Kids,Carryover,regular,Kids - Toddler,Runs a half-size large,32,0,,02/11/11,01/01/11,11 Spring,Runout,180,,,,,FALSE,EE0000,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722412F,MP_1250,Active,Chuck Taylor All Star Simple Slip,Black,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Semi Core Kids,Carryover,regular,Kids - Toddler,Runs a half-size large,32,0,,01/21/11,01/01/11,11 Spring,Runout,180,,,,,FALSE,0,,
722411F,MP_1250,Active,Chuck Taylor All Star Simple Slip,Athletic Navy,Low,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Semi Core Kids,Carryover,regular,Kids - Toddler,Runs a half-size large,32,0,,02/11/11,01/01/11,11 Spring,Runout,180,,,,,FALSE,80,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522242F,,Active,Lady All Star,White,Low,Canvas,Womens,ALL STAR,Chuck Taylor,Chuck Taylor?-Extensions,Lady All Star,regular,Womens Size Chart,Runs true to size,50,0,,02/11/11,02/01/11,11 Spring,Runout,240,,,,,FALSE,,,CX020-11S-746
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127201C,,Active,Design Your Own Chuck Taylor All Star Leather,Your Choice,Low,Leather,Unisex,CREATE,Converse Create,Converse Create Chuck Taylor?,0,dyo,,,75,0,,02/23/11,03/01/11,11 Spring,Carry Over,,,,,,FALSE,,,
127200C,,Active,Design Your Own Chuck Taylor All Star Leather,Your Choice,Hi,Leather,Unisex,CREATE,Converse Create,Converse Create Chuck Taylor?,0,dyo,,,75,0,,02/23/11,03/01/11,11 Spring,Carry Over,,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9002195,,Active,Basic Crew: 6-pack,White,,,Mens,,Accessories,Socks,,regular,Standard Size Chart,,12,0,,03/18/11,,11 Spring,Runout,240,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121767,,Active,Pro Leather,Off White,Hi,Leather,Unisex,CONS,Sport Authentics,HBB,Varvatos,regular,Standard Size Chart,Runs true to size,150,0,,02/10/11,02/01/11,11 Spring,Runout,120,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319939F,,Active,Chuck Taylor DC Comics ,Black/Yellow,Hi,Canvas,Kids,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal Kids,DC Comics,regular,Kids-Youth,Runs a half-size large,40,0,,11/03/11,11/01/11,11 Holiday,Runout,192,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130124F,MP_148,Active,Chuck Taylor All Star,Elephant Skin,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,55,34.99,,12/20/11,12/01/11,11 Holiday,Runout,500,,,,,FALSE,B7B7B7,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128988C,,Active,Chuck Taylor Dr Seuss,Orange,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Collaborations,Seuss,regular,Chuck Size Chart,Runs a half-size large,55,0,,10/18/11,10/01/11,11 Holiday,Runout,1000,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127960C,,Active,Chuck Taylor Gusset Tongue,Chocolate,Hi,Leather,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Extensions,THinsulate,regular,Chuck Size Chart,Runs a half-size large,85,0,,10/18/11,10/01/11,11 Holiday,Runout,120,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125384C,MP_1519,Active,Wells,Black/White,Low,Suede,Mens,CONS,Action Culture,Action Culture SC,Converse Skateboarding,regular,Standard Size Chart,Runs true to size,55,0,,10/24/11,10/01/11,11 Holiday,Runout,60,,,,,FALSE,0,FFFFFF,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R443W202,MP_1459,Active,Allen Street Hoodie,Tapestry,,,Womens,,Apparel,Hoodies,,regular,Standard Size Chart,Runs true to size,78,54.99,"Playing Favorites.
This garment dyed hoodie with tonal drawstrings and asymmetrical zipper plays well with others. 100% dense rugby jersey cotton. 
100% Cotton. Made in China. Machine wash cold.",08/09/11,08/09/11,"11 Fall
11 
Fall",Runout,,,,,,FALSE,1874CD,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R516W906,,Active,Pembrook Skinny Denim,Treasure,,,Womens,,Apparel,Pants & Shorts,,regular,Standard Size Chart,,78,0,,08/09/11,08/09/11,11 Fall,Runout,,,,,,FALSE,,,R310W516
R513W076,,Active,Pembrook Skinny Denim,Salsoul,,,Womens,,Apparel,Pants & Shorts,,regular,Standard Size Chart,,78,0,,08/09/11,08/09/11,11 Fall,Runout,,,,,,FALSE,,,R210W513
R513W005,,Active,Pembrook Skinny Denim,Black Star,,,Womens,,Apparel,Pants & Shorts,,regular,Standard Size Chart,,78,0,,08/09/11,08/09/11,11 Fall,Runout,,,,,,FALSE,,,R410W513
R512W905,,Active,Pembrook Skinny Denim,Suitor,,,Womens,,Apparel,Pants & Shorts,,regular,Standard Size Chart,,78,0,,08/09/11,08/09/11,11 Fall,Runout,,,,,,FALSE,,,R310W512
R511M088,,Active,Beacon Straight Denim,Tribal,,,Mens,,Apparel,Pants & Shorts,,regular,Standard Size Chart,,78,0,,08/09/11,08/09/11,11 Fall,Runout,,,,,,FALSE,,,R210M511-088
R510W973,,Active,Pembrook Skinny Denim,Cold Front,,,Womens,,Apparel,Pants & Shorts,,regular,Standard Size Chart,,78,0,,08/09/11,08/09/11,11 Fall,Runout,,,,,,FALSE,,,R410W510
R509M983,,Active,Wayland Slim Denim,New Barabas,,,Mens,,Apparel,Pants & Shorts,,regular,Standard Size Chart,,78,0,,08/09/11,08/09/11,11 Fall,Runout,,,,,,FALSE,,,R210M509-983
R507M079,,Active,Wayland Slim Denim,Afghan Wash,,,Mens,,Apparel,Pants & Shorts,,regular,Standard Size Chart,,78,0,,08/09/11,08/09/11,11 Fall,Runout,,,,,,FALSE,,,R210M507-079
R506M951,,Active,Wayland Slim Denim,Mantas Wash,,,Mens,,Apparel,Pants & Shorts,,regular,Standard Size Chart,,88,0,,08/09/11,08/09/11,11 Fall,Runout,,,,,,FALSE,,,R211M506-951
R506M939,,Active,Wayland Slim Denim,Sacramento,,,Mens,,Apparel,Pants & Shorts,,regular,Standard Size Chart,,78,0,,08/09/11,08/09/11,11 Fall,Runout,,,,,,FALSE,,,R111M506-939
R506M902,,Active,Wayland Slim Denim,Philander Wash,,,Mens,,Apparel,Pants & Shorts,,regular,Standard Size Chart,,78,0,,08/09/11,08/09/11,11 Fall,Runout,,,,,,FALSE,,,R310M506-902
R505M918,,Active,Wayland Slim Denim,Scarecrow,,,Mens,,Apparel,Pants & Shorts,,regular,Standard Size Chart,,78,0,,08/09/11,08/09/11,11 Fall,Runout,,,,,,FALSE,,,R410M505-918
R503M934,,Active,Hawkins Skinny Denim,Blacktop,,,Mens,,Apparel,Pants & Shorts,,regular,Standard Size Chart,,78,0,,08/09/11,08/09/11,11 Fall,Runout,,,,,,FALSE,,,R410M503-934
R503M094,,Active,Hawkins Skinny Denim,Brisbane,,,Mens,,Apparel,Pants & Shorts,,regular,Standard Size Chart,,78,0,,08/09/11,08/09/11,11 Fall,Runout,,,,,,FALSE,,,R111M503
R503M009,,Active,Beacon Straight Denim,Traffic,,,Mens,,Apparel,Pants & Shorts,,regular,Standard Size Chart,,78,0,,08/09/11,08/09/11,11 Fall,Runout,,,,,,FALSE,,,R210M512-009
R502W071,,Active,Copley Rocker Denim,Salsoul Destroyed,,,Womens,,Apparel,Pants & Shorts,,regular,Standard Size Chart,,78,0,,08/09/11,08/09/11,11 Fall,Runout,,,,,,FALSE,,,R210W502
R502M917,,Active,Hawkins Skinny Denim,Riddler,,,Mens,,Apparel,Pants & Shorts,,regular,Standard Size Chart,,78,0,,08/09/11,08/09/11,11 Fall,Runout,,,,,,FALSE,,,R410M502-917
R501W010,,Active,Copley Rocker Denim,Garment Dyed,,,Womens,,Apparel,Pants & Shorts,,regular,Standard Size Chart,,78,0,,08/09/11,08/09/11,11 Fall,Runout,,,,,,FALSE,,,R111W501
R500W920,,Active,Copley Rocker Denim,Surrealist,,,Womens,,Apparel,Pants & Shorts,,regular,Standard Size Chart,,78,0,,08/09/11,08/09/11,11 Fall,Runout,,,,,,FALSE,,,R111W500
R202W105,MP_1459,Active,Allen Street Hoodie,Egret,,,Womens,,Apparel,Hoodies,,regular,Standard Size Chart,Runs true to size,78,0,"Playing Favorites.
This garment dyed hoodie with tonal drawstrings and asymmetrical zipper plays well with others. 100% dense rugby jersey cotton. 
100% Cotton. Made in China. Machine wash cold.",08/09/11,08/09/11,11 Fall,Runout,,,,,,FALSE,FFFFFF,,R210W202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
