"SKU","MasterProductID","Status","ProductName","Color","Cut","Material","Gender","BrandSegment","Pillar","MerchPlannerCategory","Collection","ProductType","SizeChart","SizeChartMessaging","Price","SalePrice","Description","ActualStartDate","TargetLaunchDate","InitialSeasonLaunch","LifeCycle","InitialPairsOrdered","NikeProductID","InstanceID","FOB","APS","ProdManOnly","MainColorHex","AccentColorHex","X Ref Style","Comments","CORE","destCustomizeSKU","destCustomizeMetricID"
"1V708","MP_1518","Online","Chuck Taylor All Star","Black","XX-Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Iterations","Extended Height","regular","Chuck Size Chart","Runs a half-size large",75,0,,40406,,"10 Summer","Carry Over",,,,,,0,0,,,,"N",,
"537228C","MP_1518","Online","Chuck Taylor All Star","Athletic Navy","XX-Hi","Canvas","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Seasonals","regular","Womens Size Chart","Runs true to size",75,0,,41297,41275,"13 Spring","Runout",295.3846154,,,,,0,191970,"EE3A8C",,,"N",,
"336816F","MP_1522","Online","Chuck Taylor All Star","A Blue","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Seasonals","regular","Kids-Youth","Runs a half-size large",32,0,,41284,41244,"12 Holiday","Runout",160,,,,,0,"27408B",,,,"N",,
"130127F","MP_154","Online","Chuck Taylor All Star","Dazzling Blue","Low","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Seasonals","regular","Chuck Size Chart","Runs a half-size large",50,0,,40899,40909,"12 Spring","Runout",,,,,,0,"0000FF",,,,"N",,
"136564F","MP_154","Online","Chuck Taylor All Star","B Blue","Low","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Seasonals","regular","Chuck Size Chart","Runs a half-size large",50,0,,41297,41244,"12 Holiday","Runout",820,,,,,0,"1874CD",,,,"N",,
"136565F","MP_154","Online","Chuck Taylor All Star","Beach Glass","Low","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Seasonals","regular","Chuck Size Chart","Runs a half-size large",50,0,,41261,41244,"12 Holiday","Runout",900,,,,,0,"BBFFFF",,,,"N",,
"136567F","MP_154","Online","Chuck Taylor All Star","Mirage Gray","Low","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Seasonals","regular","Chuck Size Chart","Runs a half-size large",50,0,,41263,41244,"12 Holiday","Runout",804,,,,,0,"B8B8B8",,,,"N",,
"136816C","MP_154","Online","Chuck Taylor All Star","A Blue","Low","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Seasonals","regular","Chuck Size Chart","Runs a half-size large",50,0,,41261,41244,"12 Holiday","Runout",810,,,,,0,"3D59AB",,,,"N",,
"136818F","MP_154","Online","Chuck Taylor All Star","Olive Drab","Low","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Seasonals","regular","Chuck Size Chart","Runs a half-size large",50,0,,41260,41244,"12 Holiday","Runout",448,,,,,0,"556B2F",,,,"N",,
"336561F","MP_155","Online","Chuck Taylor All Star","Beach Glass","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Seasonals","regular","Kids-Youth","Runs a half-size large",32,0,,41260,41244,"12 Holiday","Runout",120,,,,,0,"BBFFFF",,,,"N",,
"336811F","MP_155","Online","Chuck Taylor All Star","A Blue","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Seasonals","regular","Kids-Youth","Runs a half-size large",32,0,,41277,41244,"12 Holiday","Runout",110,,,,,0,"104E8B",,,,"N",,
"336565F","MP_157","Online","Chuck Taylor All Star","Beach Glass","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Seasonals","regular","Kids-Youth","Runs a half-size large",32,0,,41284,41244,"12 Holiday","Runout",170,,,,,0,"7FFFD4",,,,"N",,
"336567F","MP_157","Online","Chuck Taylor All Star","Mirage Gray","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Seasonals","regular","Kids-Youth","Runs a half-size large",32,0,,41261,41244,"12 Holiday","Runout",120,,,,,0,"DBDBDB",,,,"N",,
"736816F","MP_1573","Online","Chuck Taylor All Star","A Blue","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Seasonals","regular","Kids - Toddler","Runs a half-size large",27,0,,41261,41244,"12 Holiday","Runout",130,,,,,0,"3D59AB",,,,"N",,
"3J253","MP_173","Online","Chuck Taylor All Star","Optical White","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids-Youth","Runs a half-size large",32,0,,39364,39356,"07 Holiday","Core",100,,,,,0,"f8f8ff",,,,"Y",,
"3Q490","MP_174","Online","Chuck Taylor All Star","White Optical","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids-Youth","Runs a half-size large",32,0,,39063,,"06 Holiday","Core",,,,,,0,"f8f8ff",,,,"Y",,
"136580F","MP_1897","Online","Chuck Taylor All Star","Neon Blue","Hi","Textile","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Basic Washed Neons","regular","Chuck Size Chart","Runs a half-size large",55,0,,41345,41334,"13 Spring","Runout",200.3333333,,,,,0,"B0E2FF",,,,"N",,
"136581F","MP_1897","Online","Chuck Taylor All Star","Neon Pink","Hi","Textile","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Basic Washed Neons","regular","Chuck Size Chart","Runs a half-size large",55,0,,41345,41334,"13 Spring","Runout",113,,,,,0,"FFB6C1",,,,"N",,
"136582F","MP_1897","Online","Chuck Taylor All Star","Neon Yellow","Hi","Textile","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Basic Washed Neons","regular","Chuck Size Chart","Runs a half-size large",55,0,,41345,41334,"13 Spring","Runout",164.3333333,,,,,0,"FFF68F",,,,"N",,
"136622F","MP_1897","Online","Chuck Taylor All Star","Neon Orange","Hi","Textile","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Basic Washed Neons","regular","Chuck Size Chart","Runs a half-size large",55,0,,41345,41334,"13 Spring","Runout",66,,,,,0,"FFD39B",,,,"N",,
"136583F","MP_1898","Online","Chuck Taylor All Star","Neon Blue","Low","Textile","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Basic Washed Neons","regular","Chuck Size Chart","Runs a half-size large",50,0,,41345,41334,"13 Spring","Runout",238.3333333,,,,,0,"A4D3EE",,,,"N",,
"136585F","MP_1898","Online","Chuck Taylor All Star","Neon Yellow","Low","Textile","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Basic Washed Neons","regular","Chuck Size Chart","Runs a half-size large",50,0,,41345,41334,"13 Spring","Runout",226,,,,,0,"FFF68F",,,,"N",,
"136623F","MP_1898","Online","Chuck Taylor All Star","Neon Orange","Low","Textile","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Basic Washed Neons","regular","Chuck Size Chart","Runs a half-size large",50,0,,41345,41334,"13 Spring","Runout",83,,,,,0,"FFD39B",,,,"N",,
"336584F","MP_1899","Online","Chuck Taylor All Star","Neon Pink","Low","Textile","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Neon","regular","Kids-Youth","Runs a half-size large",32,0,,41348,41306,"13 Spring","Runout",88.61538462,,,,,0,"FFAEB9",,,,"N",,
"1J794","MP_3","Online","Chuck Taylor All Star","Charcoal","Low","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Semi Core","Semi-Core","regular","Chuck Size Chart","Runs a half-size large",50,0,,37809,37817,"03 Fall","Semi-Core",347,,,,,0,"838B83",,,,"N",,
"1Q112","MP_3","Online","Chuck Taylor All Star","Chocolate","Low","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Semi Core","Semi-Core","regular","Chuck Size Chart","Runs a half-size large",50,0,,38191,38183,"04 Fall","Semi-Core",250,,,,,0,392929,,,,"N",,
"1J793","MP_4","Online","Chuck Taylor All Star","Charcoal","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Semi Core","Semi-Core","regular","Chuck Size Chart","Runs a half-size large",55,0,,37760,37756,"03 Spring","Semi-Core",237,,,,,0,"838B83",,,,"N",,
"7T084","MP_472","Online","Chuck Taylor All Star","Pink","Slip","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids - Toddler","Runs a half-size large",32,0,,40002,,,"Carry Over",,,,,,0,"FF82AB",,,,"Y",,
"1P626","MP_50","Online","Chuck Taylor All Star","Chocolate","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Semi Core","Semi-Core","regular","Chuck Size Chart","Runs a half-size large",55,0,,38108,38108,"04 Spring","Semi-Core",236,,,,,0,291810,,,,"N",,
"M3310","MP_50","Online","Chuck Taylor All Star","Black Monochrome","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Core","Core","regular","Chuck Size Chart","Runs a half-size large",55,0,,37452,37452,"02 Fall","Core",,,,,,0,0,,,,"Y",,
"M7650","MP_50","Online","Chuck Taylor All Star","Optical White","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Core","Core","regular","Chuck Size Chart","Runs a half-size large",55,0,,37452,37452,"02 Fall","Core",,,,,,0,"FFFFFF",,,,"Y",,
"M9006","MP_50","Online","Chuck Taylor All Star","Pink","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Core","Core","regular","Chuck Size Chart","Runs a half-size large",55,0,,37667,37667,"03 Spring","Core",145,,,,,0,"FFB5C5",,,,"Y",,
"M9160","MP_50","Online","Chuck Taylor All Star","Black","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Core","Core","regular","Chuck Size Chart","Runs a half-size large",55,0,,37452,37452,"02 Fall","Core",,,,,,0,0,,,,"Y",,
"M9162","MP_50","Online","Chuck Taylor All Star","White","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Core","Core","regular","Chuck Size Chart","Runs a half-size large",55,0,,37452,37452,"02 Fall","Core",,,,,,0,"FFF8DC",,,,"Y",,
"M9621","MP_50","Online","Chuck Taylor All Star","Red","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Core","Core","regular","Chuck Size Chart","Runs a half-size large",55,0,,37452,37452,"02 Fall","Core",,,,,,0,"DC143C",,,,"Y",,
"M9622","MP_50","Online","Chuck Taylor All Star","Navy","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Core","Core","regular","Chuck Size Chart","Runs a half-size large",55,0,,37452,37452,"02 Fall","Core",,,,,,0,"1E2A5C",,,,"Y",,
"M5039","MP_51","Online","Chuck Taylor All Star","Black Monochrome","Low","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Core","Core","regular","Chuck Size Chart","Runs a half-size large",50,0,,37452,37452,"02 Fall","Core",,,,,,0,0,,,,"Y",,
"M7652","MP_51","Online","Chuck Taylor All Star","Optical White","Low","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Core","Core","regular","Chuck Size Chart","Runs a half-size large",50,0,,37452,37452,"02 Fall","Core",,,,,,0,"FFFFFF",,,,"Y",,
"M9007","MP_51","Online","Chuck Taylor All Star","Pink","Low","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Core","Core","regular","Chuck Size Chart","Runs a half-size large",50,0,,37667,37667,"03 Spring","Core",145,,,,,0,"FFB5C5",,,,"Y",,
"M9165","MP_51","Online","Chuck Taylor All Star","White","Low","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Core","Core","regular","Chuck Size Chart","Runs a half-size large",50,0,,37452,37452,"02 Fall","Core",,,,,,0,"FFF8DC",,,,"Y",,
"M9166","MP_51","Online","Chuck Taylor All Star","Black","Low","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Core","Core","regular","Chuck Size Chart","Runs a half-size large",50,0,,37452,37452,"02 Fall","Core",,,,,,0,0,,,,"Y",,
"M9696","MP_51","Online","Chuck Taylor All Star","Red","Low","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Core","Core","regular","Chuck Size Chart","Runs a half-size large",50,0,,37452,37452,"02 Fall","Core",,,,,,0,"DC143C",,,,"Y",,
"M9697","MP_51","Online","Chuck Taylor All Star","Navy","Low","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Core","Core","regular","Chuck Size Chart","Runs a half-size large",50,0,,37452,37452,"02 Fall","Core",,,,,,0,"1E2A5C",,,,"Y",,
"1T157","MP_7","Online","Chuck Taylor All Star","Chocolate","Slip","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Semi Core","Carryover","regular","Chuck Size Chart","Runs a half-size large",55,0,,38441,38457,"05 Fall","Semi-Core",120,,,,,0,"462D29",,,,"N",,
"1T158","MP_7","Online","Chuck Taylor All Star","Natural","Slip","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Semi Core","Carryover","regular","Chuck Size Chart","Runs a half-size large",55,0,,38441,38457,"05 Fall","Semi-Core",120,,,,,0,"EBDEC6",,,,"N",,
"7J231","MP_72","Online","Chuck Taylor All Star","Black","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids - Toddler","Runs a half-size large",27,0,,37667,37667,"03 Spring","Core",30,,,,,0,0,,,,"Y",,
"7J232","MP_72","Online","Chuck Taylor All Star","Red","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids - Toddler","Runs a half-size large",27,0,,37667,37667,"03 Spring","Core",30,,,,,0,"C53138",,,,"Y",,
"7J233","MP_72","Online","Chuck Taylor All Star","Navy","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids - Toddler","Runs a half-size large",27,0,,37667,37667,"03 Spring","Core",30,,,,,0,"16233B",,,,"Y",,
"7J234","MP_72","Online","Chuck Taylor All Star","Pink","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids - Toddler","Runs a half-size large",27,0,,37667,37667,"03 Spring","Core",30,,,,,0,"C15E6C",,,,"Y",,
"7J253","MP_72","Online","Chuck Taylor All Star","Optical White","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids - Toddler","Runs a half-size large",27,0,,40562,40544,"11 Spring","Carry Over",120,,,,,0,"FFFFFF",,,,"Y",,
"7J793","MP_72","Online","Chuck Taylor All Star","Charcoal","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids - Toddler","Runs a half-size large",27,0,,39792,39783,"08 Holiday","Carry Over",,,,,,0,"8a8a8a",,,,"Y",,
"7P626","MP_72","Online","Chuck Taylor All Star","Chocolate","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Semi Core Kids","Semi-Core","regular","Kids - Toddler","Runs a half-size large",27,0,,39792,39783,"08 Holiday","Carry Over",,,,,,0,"8B4513",,,,"N",,
"714786F","MP_73","Online","Chuck Taylor All Star","Black Monochrome","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids - Toddler","Runs a half-size large",27,0,,40933,40909,"12 Spring","Carryover",187,,,,,0,0,,,,"Y",,
"7J235","MP_73","Online","Chuck Taylor All Star","Black","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids - Toddler","Runs a half-size large",27,0,,37932,37948,"03 Holiday","Core",200,,,,,0,0,,,,"Y",,
"7J236","MP_73","Online","Chuck Taylor All Star","Red","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids - Toddler","Runs a half-size large",27,0,,37948,37948,"03 Holiday","Core",106,,,,,0,"9A2436",,,,"Y",,
"7J237","MP_73","Online","Chuck Taylor All Star","Navy","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids - Toddler","Runs a half-size large",27,0,,38016,38032,"04 Spring","Core",200,,,,,0,"05224F",,,,"Y",,
"7J238","MP_73","Online","Chuck Taylor All Star","Pink","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids - Toddler","Runs a half-size large",27,0,,37948,37948,"03 Holiday","Core",150,,,,,0,"D883A0",,,,"Y",,
"7J794","MP_73","Online","Chuck Taylor All Star","Charcoal","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Semi Core Kids","Semi-Core","regular","Kids - Toddler","Runs a half-size large",27,0,,39792,39783,"08 Holiday","Carry Over",,,,,,0,"8a8a8a",,,,"N",,
"7Q112","MP_73","Online","Chuck Taylor All Star","Chocolate","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Semi Core Kids","Semi-Core","regular","Kids - Toddler","Runs a half-size large",27,0,,39792,39783,"08 Holiday","Carry Over",,,,,,0,"8B4513",,,,"N",,
"7Q490","MP_73","Online","Chuck Taylor All Star","Optical White","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids - Toddler","Runs a half-size large",27,0,,39063,,"06 Holiday","Core",,,,,,0,"f8f8ff",,,,"Y",,
"3J231","MP_8","Online","Chuck Taylor All Star","Black","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids-Youth","Runs a half-size large",32,0,,37667,37667,"03 Spring","Core",66,,,,,0,0,,,,"Y",,
"3J232","MP_8","Online","Chuck Taylor All Star","Red","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids-Youth","Runs a half-size large",32,0,,37667,37667,"03 Spring","Core",66,,,,,0,"7F0E26",,,,"Y",,
"3J233","MP_8","Online","Chuck Taylor All Star","Navy","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids-Youth","Runs a half-size large",32,0,,37667,37667,"03 Spring","Core",66,,,,,0,"1B2135",,,,"Y",,
"3J234","MP_8","Online","Chuck Taylor All Star","Pink","Hi","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids-Youth","Runs a half-size large",32,0,,37667,37667,"03 Spring","Core",66,,,,,0,"C26472",,,,"Y",,
"1T865","MP_82","Online","Chuck Taylor All Star","Black Monochrome","Low","Leather","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Semi Core","Semi-Core","regular","Chuck Size Chart","Runs a half-size large",65,0,,38617,38640,"05 Holiday","Clearance",175,,,,,0,0,,,,"N",,
"7T079","MP_880","Online","Chuck Taylor All Star","Navy","Slip","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids - Toddler","Runs a half-size large",32,0,,40002,,,"Carry Over",,,,,,0,191970,,,,"Y",,
"3J235","MP_9","Online","Chuck Taylor All Star","Black","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids-Youth","Runs a half-size large",32,0,,37667,37667,"03 Spring","Core",66,,,,,0,0,,,,"Y",,
"3J236","MP_9","Online","Chuck Taylor All Star","Red","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids-Youth","Runs a half-size large",32,0,,37667,37667,"03 Spring","Core",66,,,,,0,"8B1E31",,,,"Y",,
"3J237","MP_9","Online","Chuck Taylor All Star","Navy","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids-Youth","Runs a half-size large",32,0,,37667,37667,"03 Spring","Core",66,,,,,0,"1E2A48",,,,"Y",,
"3J238","MP_9","Online","Chuck Taylor All Star","Pink","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids-Youth","Runs a half-size large",32,0,,37667,37667,"03 Spring","Core",66,,,,,0,"FF82AB",,,,"Y",,
"125809F",,"Online","Chuck Taylor All Star","Dress Blues","Hi","Canvas","Unisex",,"Chuck Taylor","Chuck Taylor®-Seasonal                      ","Seasonals","regular","Chuck Size Chart","Runs a half-size large",55,,,,,"11 Fall","Runout",,,,,,0,,,"CX020-11F-786","pending","N",,
"130114F",,"Online","Chuck Taylor All Star","Classic Green","Hi","Canvas","Unisex",,"Chuck Taylor","Chuck Taylor®-Seasonal                      ","Seasonals","regular","Chuck Size Chart","Runs a half-size large",55,,,,,"11 Holiday","Runout",,,,,,0,,,,"pending","N",,
